"pair","pairwise_distance","frxfr"
"248---2312",0.210526315789474,0.00011091157519486
"4172---2312",0.221552878179384,0.00079486631658434
"78---2312",0.225267379679144,0.00417766947329602
"6556---2312",0.201943095072866,0.00018485263035892
"6172---8239",0.0859247135842881,0.000118909771203587
"1383---8239",0.134847409510291,0.000138192435414775
"8352---8239",0.249127704117237,6.90962187783788e-05
"9489---8239",0.214335910049192,6.90962187783788e-05
"2312---8239",0.191207257501745,0.00012939683521026
"4658---8239",0.150810429880197,6.90962187783788e-05
"4482---8239",0.22008547008547,6.90962187783788e-05
"1335---8239",0.171099928109274,0.000115160363202643
"15943---8239",0.154989384288747,0.000838175742056911
"5673---8239",0.191684284707541,6.90962187783788e-05
"7314---8239",0.143459915611814,0.000115160363202643
"76---8239",0.256680731364276,0.00070838423581505
"13922---8239",0.145480225988701,0.000262345737550707
"2912---8239",0.203703703703704,2.09741280133455e-05
"6172---8239",0.107091172214182,0.000118909771203587
"4782---8239",0.193935119887165,2.3595893479518e-05
"5183---8239",0.189189189189189,1.31088294728453e-05
"754---8239",0.170318021201413,1.04870640066728e-05
"4459---8239",0.282269503546099,1.31088294728453e-05
"248---8239",0.194362017804154,1.57305949390178e-05
"4172---8239",0.185574229691877,0.000112735934323262
"78---8239",0.199720670391061,0.000592519096028174
"6556---8239",0.167029774872912,2.62176589456905e-05
"2312---8239",0.184100418410042,0.00012939683521026
"6172---14420",0.054251012145749,0.00013589689327136
"1383---14420",0.14824982841455,0.000157934225727485
"8352---14420",0.249326145552561,7.89671140877325e-05
"9489---14420",0.221317040054311,7.89671140877325e-05
"2312---14420",0.202830188679245,0.00014788211032812
"4658---14420",0.164737916950306,7.89671140877325e-05
"4482---14420",0.241758241758242,7.89671140877325e-05
"1335---14420",0.173519163763066,0.0001316118551809
"15943---14420",0.152530779753762,0.000957915217631117
"5673---14420",0.2,7.89671140877325e-05
"7314---14420",0.159863945578231,0.0001316118551809
"76---14420",0.254955570745044,0.000809582054655969
"13922---14420",0.15358361774744,0.000299823726303234
"2912---14420",0.205781142463868,2.3970434113521e-05
"6172---14420",0.0689170182841069,0.00013589689327136
"4782---14420",0.212183436002738,2.6966737765716e-05
"5183---14420",0.195592286501377,1.49815207089555e-05
"754---14420",0.169734151329243,1.19852170567605e-05
"4459---14420",0.274415405777166,1.49815207089555e-05
"248---14420",0.196261682242991,1.79778243611505e-05
"4172---14420",0.19553450608931,0.000128841079076209
"78---14420",0.201754385964912,0.000677164740451153
"6556---14420",0.176140350877193,2.9963041417911e-05
"2312---14420",0.193220338983051,0.00014788211032812
"8239---14420",0.110875706214689,2.09741280133455e-05
"6172---6630",0.145056726094003,0.00069647156066763
"1383---6630",0.203983516483517,0.000809412886692068
"8352---6630",0.260780287474333,0.000404706449618984
"9489---6630",0.160390516039052,0.000404706449618984
"2312---6630",0.227916385704653,0.00075789579655354
"4658---6630",0.200953678474114,0.000404706449618984
"4482---6630",0.266986959505834,0.000404706449618984
"1335---6630",0.205307262569832,0.00067451074100104
"15943---6630",0.203274215552524,0.00490931536807561
"5673---6630",0.138675958188153,0.000404706449618984
"7314---6630",0.19606512890095,0.00067451074100104
"76---6630",0.253668763102725,0.00414910792676364
"13922---6630",0.194274028629857,0.0015365965590297
"2912---6630",0.21939477303989,0.000122848471771819
"6172---6630",0.176842105263158,0.00069647156066763
"4782---6630",0.221160409556314,0.000138204527606822
"5183---6630",0.156073446327684,7.67802917209123e-05
"754---6630",0.198910081743869,6.14242358859097e-05
"4459---6630",0.279637377963738,7.67802917209123e-05
"248---6630",0.148148148148148,9.21363475559148e-05
"4172---6630",0.165857043719639,0.000660310513818205
"78---6630",0.166782006920415,0.00347046920836785
"6556---6630",0.128755364806867,0.000153560583441825
"2312---6630",0.218243243243243,0.00075789579655354
"8239---6630",0.184897671136203,0.000107492403390917
"14420---6630",0.181134654818865,0.000122848471771819
"6172---8903",0.238442822384428,5.09613384463772e-05
"1383---8903",0.297814207650273,5.92253386800648e-05
"8352---8903",0.327421555252387,2.96126697990288e-05
"9489---8903",0.30939226519337,2.96126697990288e-05
"2312---8903",0.306917394224312,5.545579514866e-05
"4658---8903",0.294237288135593,2.96126697990288e-05
"4482---8903",0.300136425648022,2.96126697990288e-05
"1335---8903",0.290300069783671,4.93544490530528e-05
"15943---8903",0.29419795221843,0.000359218231068441
"5673---8903",0.303988995873453,2.96126697990288e-05
"7314---8903",0.304259634888438,4.93544490530528e-05
"76---8903",0.319415448851775,0.00030359329116563
"13922---8903",0.29008152173913,0.000112433905018587
"2912---8903",0.292265571526352,8.9889134045655e-06
"6172---8903",0.266946191474493,5.09613384463772e-05
"4782---8903",0.315180394826412,1.0112527350638e-05
"5183---8903",0.298319327731092,5.61807064835525e-06
"754---8903",0.309362279511533,4.49445670228275e-06
"4459---8903",0.270383275261324,5.61807064835525e-06
"248---8903",0.292002934702861,6.74168459442775e-06
"4172---8903",0.302068965517241,4.83154079430523e-05
"78---8903",0.302549965541006,0.000253936794958044
"6556---8903",0.291903409090909,1.12361412967105e-05
"2312---8903",0.300472653612424,5.545579514866e-05
"8239---8903",0.283005617977528,7.86529854050025e-06
"14420---8903",0.28999319264806,8.9889134045655e-06
"6630---8903",0.278048780487805,4.60681800509073e-05
"6172---27",0.177041228779305,5.09613384463772e-05
"1383---27",0.234534330387492,5.92253386800648e-05
"8352---27",0.267833109017497,2.96126697990288e-05
"9489---27",0.227150537634409,2.96126697990288e-05
"2312---27",0.196249162759545,5.545579514866e-05
"4658---27",0.235333782872556,2.96126697990288e-05
"4482---27",0.245890410958904,2.96126697990288e-05
"1335---27",0.204861111111111,4.93544490530528e-05
"15943---27",0.236770691994573,0.000359218231068441
"5673---27",0.222745625841184,2.96126697990288e-05
"7314---27",0.226567768037761,4.93544490530528e-05
"76---27",0.280784844384303,0.00030359329116563
"13922---27",0.225084745762712,0.000112433905018587
"2912---27",0.19233401779603,8.9889134045655e-06
"6172---27",0.208217270194986,5.09613384463772e-05
"4782---27",0.194576271186441,1.0112527350638e-05
"5183---27",0.216326530612245,5.61807064835525e-06
"754---27",0.231443994601889,4.49445670228275e-06
"4459---27",0.307849829351536,5.61807064835525e-06
"248---27",0.219460227272727,6.74168459442775e-06
"4172---27",0.216487935656836,4.83154079430523e-05
"78---27",0.225418060200669,0.000253936794958044
"6556---27",0.206393328700486,1.12361412967105e-05
"2312---27",0.187878787878788,5.545579514866e-05
"8239---27",0.202247191011236,7.86529854050025e-06
"14420---27",0.212881355932203,8.9889134045655e-06
"6630---27",0.228378378378378,4.60681800509073e-05
"8903---27",0.31962238705327,3.37084275621025e-06
"6172---4556",0.194422310756972,8.49355548249823e-05
"1383---4556",0.266711229946524,9.87088870474198e-05
"8352---4556",0.268686868686869,4.93544442887038e-05
"9489---4556",0.261517615176152,4.93544442887038e-05
"2312---4556",0.23901464713715,9.242631517946e-05
"4658---4556",0.266091572660916,4.93544442887038e-05
"4482---4556",0.261694915254237,4.93544442887038e-05
"1335---4556",0.227209944751381,8.22574061278478e-05
"15943---4556",0.268308921438082,0.000598696986562676
"5673---4556",0.245244565217391,4.93544442887038e-05
"7314---4556",0.27230667547918,8.22574061278478e-05
"76---4556",0.282121006118287,0.00050598876349034
"13922---4556",0.257313829787234,0.000187389821284647
"2912---4556",0.198240866035183,1.49815207089555e-05
"6172---4556",0.231456043956044,8.49355548249823e-05
"4782---4556",0.196236559139785,1.6854210415078e-05
