"pair","pairwise_distance","frxfr"
"2912---2830",0.164420485175202,0.00031161562878789
"6172---2830",0.188518781006378,0.00074008709450343
"4782---2830",0.242984257357974,0.00035056757443044
"5183---2830",0.114427860696517,0.000194759760036495
"754---2830",0.191678035470669,0.000155807814393945
"4459---2830",0.303009097270819,0.000194759760036495
"248---2830",0.0989583333333333,0.000233711705679045
"4172---2830",0.0741258741258741,0.00167493394904335
"78---2830",0.0628930817610063,0.00880314121093232
"6556---2830",0.139784946236559,0.00038951952007299
"2312---2830",0.224559023066486,0.000895894908897375
"8239---2830",0.20478536242083,0.000272663651321595
"14420---2830",0.208731241473397,0.00031161562878789
"6630---2830",0.174004192872117,0.00159703005775826
"8903---2830",0.313711911357341,0.000116855868751395
"27---2830",0.227118644067797,0.000116855868751395
"4556---2830",0.246938775510204,0.000194759760036495
"3171---2830",0.0710267229254571,0.000116855868751395
"8189---2830",0.226231783483692,0.000233711705679045
"849---2830",0.22962962962963,0.000116855868751395
"175---2830",0.23582295988935,0.000194759760036495
"5394---2830",0.209141274238227,0.000155807814393945
"746---2830",0.085195530726257,0.00167493394904335
"15943---2830",0.229152542372881,0.00560908112723955
"1823---2830",0.228474576271186,0.000155807814393945
"16455---2830",0.294989414255469,0.00038951952007299
"9751---2830",0.236289776574137,0.00074008709450343
"6508---2830",0.218305084745763,0.000116855868751395
"6829---2830",0.242731575388776,0.000116855868751395
"134---2830",0.118840579710145,0.00109065466893387
"185---2830",0.0690140845070423,0.00132436637461292
"76---2830",0.243542435424354,0.00128541442897037
"6946---2830",0.227796610169492,0.000116855868751395
"2912---13922",0.157657657657658,0.000251689545952068
"6172---13922",0.148514851485149,0.000597762652358316
"4782---13922",0.23285811269518,0.000283150732770128
"5183---13922",0.214774281805746,0.000157305959794094
"754---13922",0.156968876860622,0.000125844772976034
"4459---13922",0.276668960770819,0.000157305959794094
"248---13922",0.220872051465332,0.000188767146612154
"4172---13922",0.217069892473118,0.00135283126451073
"78---13922",0.227364185110664,0.00711022942895988
"6556---13922",0.189679218967922,0.000314611919588188
"2312---13922",0.208754208754209,0.00072360742533435
"8239---13922",0.154978962131837,0.000220228333430214
"14420---13922",0.160569105691057,0.000251689545952068
