"N","frequency","BWPD","HMAa","seed"
180,"extremely skewed",0.757781553070495,0.400360013836019,1013
200,"equally abundant",0.8186809,0.496992673756093,1013
200,"intermediate",0.812223001072543,0.498180882407116,1013
200,"extremely skewed",0.809374756514848,0.432602305089413,1013
10,"equally abundant",0.752514,0.423744449961902,1014
10,"intermediate",0.695415281145039,0.387553735240481,1014
10,"extremely skewed",0.0916827659877195,0.0639611538529749,1014
20,"equally abundant",0.707624,0.406439759024277,1014
20,"intermediate",0.652383028394693,0.345649050341441,1014
20,"extremely skewed",0.0617565031591691,0.0381350657247973,1014
30,"equally abundant",0.725510666666667,0.424971072551975,1014
30,"intermediate",0.630707999591271,0.372561395827483,1014
30,"extremely skewed",0.411441040710203,0.216879973550985,1014
40,"equally abundant",0.74781,0.447028414805174,1014
40,"intermediate",0.725844006821325,0.434848508693096,1014
40,"extremely skewed",0.169781106884505,0.0927910706300764,1014
50,"equally abundant",0.7683524,0.451182325049397,1014
50,"intermediate",0.781977572690718,0.453355282484869,1014
50,"extremely skewed",0.238221030568508,0.126343564988403,1014
60,"equally abundant",0.760747666666667,0.449522851039641,1014
60,"intermediate",0.764897080129393,0.430631115256605,1014
60,"extremely skewed",0.534350823586625,0.271351853846155,1014
70,"equally abundant",0.764492857142857,0.447285334306999,1014
70,"intermediate",0.766028587640568,0.444108287692751,1014
70,"extremely skewed",0.727624149127266,0.319215231547492,1014
80,"equally abundant",0.77567475,0.456149693336285,1014
80,"intermediate",0.769193717289685,0.440289824938959,1014
80,"extremely skewed",0.753064883797253,0.26588544518986,1014
100,"equally abundant",0.7818216,0.460385965388961,1014
100,"intermediate",0.767310418641933,0.447392245210053,1014
100,"extremely skewed",0.619098673765506,0.265919508776966,1014
120,"equally abundant",0.777606333333334,0.459419975281179,1014
120,"intermediate",0.758689844310918,0.457427725092976,1014
120,"extremely skewed",0.623271044897665,0.297244259912264,1014
150,"equally abundant",0.783687600000001,0.467563423863927,1014
150,"intermediate",0.781970047900151,0.469046574293515,1014
150,"extremely skewed",0.640410879127214,0.362338276849889,1014
180,"equally abundant",0.787373333333333,0.469527417678421,1014
180,"intermediate",0.788308982572303,0.47500713582838,1014
180,"extremely skewed",0.430216696208853,0.263824743341345,1014
200,"equally abundant",0.7867313,0.473581946088043,1014
200,"intermediate",0.782306018407229,0.46815574893088,1014
200,"extremely skewed",0.697025773952781,0.345851203266336,1014
10,"equally abundant",0.620352,0.31856319458643,1015
10,"intermediate",0.704058437442014,0.322093538623828,1015
10,"extremely skewed",0.0900697821180047,0.0666249232494101,1015
20,"equally abundant",0.771605,0.429295471223328,1015
20,"intermediate",0.754039456941664,0.385354355332675,1015
20,"extremely skewed",0.734166514821355,0.296952992058214,1015
30,"equally abundant",0.803512,0.469738909073662,1015
30,"intermediate",0.857348632143316,0.515450321222923,1015
30,"extremely skewed",0.355491272203501,0.158084956704414,1015
40,"equally abundant",0.813626,0.465301302075476,1015
40,"intermediate",0.800967529114177,0.447375428285749,1015
40,"extremely skewed",0.371750301190049,0.198586867210836,1015
50,"equally abundant",0.8195568,0.472868852948835,1015
50,"intermediate",0.821316632823095,0.478292159565567,1015
50,"extremely skewed",0.442415033970513,0.238093402830241,1015
60,"equally abundant",0.822527666666667,0.481192424649979,1015
60,"intermediate",0.818315592576111,0.467009191596936,1015
60,"extremely skewed",0.571110026405309,0.347349357493047,1015
70,"equally abundant",0.825747142857143,0.475328918329482,1015
70,"intermediate",0.815506867629847,0.466684168958736,1015
70,"extremely skewed",1.01175603790095,0.413501964523717,1015
80,"equally abundant",0.8069005,0.475868765957763,1015
80,"intermediate",0.806610657710756,0.466932284904316,1015
80,"extremely skewed",0.663010794343269,0.314889082938039,1015
100,"equally abundant",0.8167396,0.483471961503298,1015
100,"intermediate",0.826281109604407,0.481492596450797,1015
100,"extremely skewed",0.773428944175151,0.348599789178923,1015
120,"equally abundant",0.816767,0.485437871799751,1015
120,"intermediate",0.819129640870423,0.483008200780618,1015
120,"extremely skewed",0.745045742502795,0.319241169717231,1015
150,"equally abundant",0.80455,0.47829719930222,1015
150,"intermediate",0.800729513443925,0.474394037091994,1015
150,"extremely skewed",0.669496007863693,0.346630529184431,1015
180,"equally abundant",0.810963333333333,0.484535604067657,1015
180,"intermediate",0.813864525559826,0.482676370235853,1015
180,"extremely skewed",0.651724992772692,0.412438267854694,1015
200,"equally abundant",0.82519,0.496519070795055,1015
200,"intermediate",0.818554419957042,0.493079671256118,1015
200,"extremely skewed",0.771050795683197,0.440712371512325,1015
10,"equally abundant",0.72469,0.411342530165839,1016
10,"intermediate",0.654840702954428,0.375882332785363,1016
10,"extremely skewed",0.649974873232123,0.294132158634154,1016
20,"equally abundant",0.72211,0.431763896094579,1016
20,"intermediate",0.752495456552212,0.39441201814523,1016
20,"extremely skewed",0.329316963756749,0.0874390608951481,1016
30,"equally abundant",0.770295333333333,0.456953945263407,1016
30,"intermediate",0.781904554958268,0.432303293414844,1016
30,"extremely skewed",0.0968997108293316,0.0593070319952685,1016
40,"equally abundant",0.7831695,0.456024489819405,1016
40,"intermediate",0.737655210557913,0.439014107343919,1016
40,"extremely skewed",0.0894946160818591,0.0592749625491337,1016
50,"equally abundant",0.7986644,0.479191509763527,1016
50,"intermediate",0.79497956483912,0.460905381620566,1016
50,"extremely skewed",0.103217359888191,0.0566943899848988,1016
60,"equally abundant",0.791139333333334,0.475956100357281,1016
60,"intermediate",0.757612493691971,0.462504947531238,1016
60,"extremely skewed",0.0874982171345751,0.059619013660326,1016
70,"equally abundant",0.806269714285714,0.48555491087247,1016
70,"intermediate",0.786676257471929,0.473881097599337,1016
70,"extremely skewed",0.149656415384009,0.0836772054711428,1016
80,"equally abundant",0.815479,0.482538440232,1016
80,"intermediate",0.80309307614382,0.474425234906245,1016
80,"extremely skewed",0.0850217292782833,0.0555581307202986,1016
100,"equally abundant",0.8269702,0.481920289803739,1016
100,"intermediate",0.80955225061019,0.469719944263198,1016
100,"extremely skewed",0.15657226105269,0.0999870350447932,1016
120,"equally abundant",0.827898833333333,0.489750948341656,1016
120,"intermediate",0.821437631817906,0.481468495702447,1016
120,"extremely skewed",0.181012448127616,0.107306169147107,1016
150,"equally abundant",0.824561600000001,0.493798313065575,1016
150,"intermediate",0.812819997263956,0.486737988795391,1016
150,"extremely skewed",0.193967723951791,0.104161122849499,1016
180,"equally abundant",0.812099888888889,0.4870340786869,1016
180,"intermediate",0.811422002221473,0.489948190601529,1016
180,"extremely skewed",0.272304016681054,0.175709440429428,1016
200,"equally abundant",0.8133165,0.48828699112861,1016
200,"intermediate",0.817043853771259,0.491716890723458,1016
200,"extremely skewed",0.777518013259019,0.534920353502553,1016
10,"equally abundant",0.736334,0.410789528461192,1017
10,"intermediate",0.749120640500425,0.383742750174668,1017
10,"extremely skewed",0.020692247817594,0.0129449318075038,1017
20,"equally abundant",0.752948,0.491328851595912,1017
20,"intermediate",0.720570505407487,0.449842969739617,1017
20,"extremely skewed",0.033421870256492,0.0222656581385005,1017
30,"equally abundant",0.763550666666667,0.480386427450436,1017
30,"intermediate",0.73538484313953,0.468160832697388,1017
30,"extremely skewed",0.0394367185939473,0.0277886104621302,1017
40,"equally abundant",0.759012,0.485580929488746,1017
40,"intermediate",0.775020065788515,0.486132001812701,1017
40,"extremely skewed",0.0707468783112036,0.039499352640563,1017
50,"equally abundant",0.7768256,0.477822807772644,1017
50,"intermediate",0.759587579240488,0.473369400415406,1017
50,"extremely skewed",0.0929634962208414,0.0297941091971051,1017
60,"equally abundant",0.773830666666667,0.479637518747653,1017
60,"intermediate",0.7632697921877,0.495499660620284,1017
60,"extremely skewed",0.0974714614963099,0.0922485692654609,1017
70,"equally abundant",0.769251714285714,0.474644013698083,1017
70,"intermediate",0.790516658141059,0.477633888028126,1017
70,"extremely skewed",0.247802128717247,0.147906259622385,1017
80,"equally abundant",0.77269125,0.475165503441843,1017
80,"intermediate",0.786798499143713,0.485569975903019,1017
80,"extremely skewed",0.0990912818620085,0.0636699629888364,1017
100,"equally abundant",0.8013592,0.49529469190173,1017
100,"intermediate",0.786050571621567,0.496722451800287,1017
100,"extremely skewed",0.42195571721744,0.233809470966698,1017
120,"equally abundant",0.801403,0.489646217701126,1017
120,"intermediate",0.794520197727585,0.490875236405039,1017
120,"extremely skewed",0.235972776918883,0.189991423319727,1017
150,"equally abundant",0.809762933333334,0.485905273495908,1017
150,"intermediate",0.80669650167211,0.488411703151682,1017
150,"extremely skewed",0.777319898649995,0.353691766646992,1017
180,"equally abundant",0.811708555555556,0.48910446240895,1017
180,"intermediate",0.819598121981428,0.489341592525071,1017
180,"extremely skewed",0.798087879386538,0.344262447549743,1017
200,"equally abundant",0.821637499999999,0.495123499601975,1017
200,"intermediate",0.828022137101825,0.496853832196099,1017
200,"extremely skewed",0.703432336295791,0.407304921540192,1017
10,"equally abundant",0.806318,0.453828896310449,1018
10,"intermediate",0.787462956247809,0.387538578579691,1018
10,"extremely skewed",0.0819277974838932,0.0530527726593485,1018
20,"equally abundant",0.76632,0.459715547208962,1018
20,"intermediate",0.71843570259197,0.450670345923217,1018
20,"extremely skewed",0.0926401453592316,0.0551130213568304,1018
30,"equally abundant",0.763068666666667,0.455522380827013,1018
30,"intermediate",0.738323544875221,0.424098273219293,1018
30,"extremely skewed",0.253863728322004,0.18603715868243,1018
40,"equally abundant",0.7689445,0.46869414676017,1018
40,"intermediate",0.738569934095598,0.44522258097926,1018
40,"extremely skewed",0.259712285743546,0.163189628951593,1018
50,"equally abundant",0.7780616,0.480258043725534,1018
50,"intermediate",0.747804100226406,0.454807191999467,1018
50,"extremely skewed",0.361899123808334,0.221810702383201,1018
60,"equally abundant",0.764878333333334,0.4715181062376,1018
60,"intermediate",0.747157248863446,0.473880834694039,1018
60,"extremely skewed",0.730712390729632,0.266496410500471,1018
70,"equally abundant",0.779680857142857,0.47908505983238,1018
70,"intermediate",0.785256546133318,0.477508234712986,1018
70,"extremely skewed",0.837434696981779,0.496404369232722,1018
80,"equally abundant",0.7787945,0.475918055877779,1018
80,"intermediate",0.786513339990405,0.474367406570912,1018
80,"extremely skewed",0.760410335224423,0.126251293621972,1018
100,"equally abundant",0.8042126,0.505122340489385,1018
100,"intermediate",0.819046179559291,0.508881776639866,1018
100,"extremely skewed",1.00211062159082,0.504460349249714,1018
120,"equally abundant",0.806239666666667,0.500252213396549,1018
120,"intermediate",0.809550308346086,0.498644453359733,1018
120,"extremely skewed",0.591776965067937,0.289004559962854,1018
150,"equally abundant",0.809674933333334,0.505803838917339,1018
150,"intermediate",0.807297529893376,0.500276630888799,1018
150,"extremely skewed",0.51107774504709,0.188536232040853,1018
180,"equally abundant",0.808640666666666,0.500920420529988,1018
180,"intermediate",0.798364730523502,0.495281257217474,1018
180,"extremely skewed",0.761253899781493,0.347054607151367,1018
200,"equally abundant",0.8049433,0.500191577572358,1018
200,"intermediate",0.809217012952478,0.500594051029873,1018
200,"extremely skewed",0.776966067744716,0.412686767485558,1018
10,"equally abundant",0.734062,0.362401650645141,1019
10,"intermediate",0.78077420313774,0.364556167742941,1019
10,"extremely skewed",0.290672001747094,0.149949710020647,1019
20,"equally abundant",0.803277,0.444696781612717,1019
20,"intermediate",0.818501502586288,0.440828033396548,1019
20,"extremely skewed",0.309647498410577,0.173471852829844,1019
30,"equally abundant",0.808367333333333,0.44815695866971,1019
30,"intermediate",0.836141145592,0.469274004476088,1019
30,"extremely skewed",0.0418956033040094,0.0344808631593419,1019
40,"equally abundant",0.7892475,0.438456140473794,1019
40,"intermediate",0.80090744370868,0.440858748438078,1019
40,"extremely skewed",0.0616745457373628,0.0491440662217035,1019
50,"equally abundant",0.7680436,0.436022792415337,1019
50,"intermediate",0.73789068084633,0.435126652552314,1019
50,"extremely skewed",0.187417284915869,0.0897694904814376,1019
60,"equally abundant",0.762002333333334,0.43087916516047,1019
60,"intermediate",0.752134056057687,0.422330500096304,1019
60,"extremely skewed",0.156175840424775,0.0911849777123445,1019
70,"equally abundant",0.767633142857143,0.440842410057853,1019
70,"intermediate",0.77497427751096,0.43518105443548,1019
70,"extremely skewed",0.0882995490444136,0.0533624445445615,1019
80,"equally abundant",0.775165,0.450061530838679,1019
80,"intermediate",0.755174203724176,0.446546839649996,1019
80,"extremely skewed",0.237595868879848,0.137875503585836,1019
100,"equally abundant",0.7874774,0.450485040215392,1019
100,"intermediate",0.791836285037203,0.452948095076954,1019
100,"extremely skewed",0.000173446504285501,8.94446574969577e-05,1019
120,"equally abundant",0.796064833333333,0.467238281646351,1019
120,"intermediate",0.791304221076935,0.45828225827118,1019
120,"extremely skewed",8.51539616911805e-05,6.59010383430213e-05,1019
150,"equally abundant",0.777646266666668,0.456403235167049,1019
150,"intermediate",0.773904920131091,0.451612386000606,1019
150,"extremely skewed",0.000116700519768225,7.45110223197932e-05,1019
180,"equally abundant",0.787970666666667,0.469909929412566,1019
180,"intermediate",0.783470787111621,0.461288792551887,1019
180,"extremely skewed",0.000309791733919414,0.0002030435767756,1019
200,"equally abundant",0.7899455,0.469086988260806,1019
200,"intermediate",0.781979915906234,0.463081920157123,1019
200,"extremely skewed",0.000171416636704303,0.000131047516286702,1019
10,"equally abundant",0.876254,0.412288863632439,1020
10,"intermediate",0.866825442358579,0.395932092377645,1020
10,"extremely skewed",0.632990836971236,0.257412979837283,1020
20,"equally abundant",0.82465,0.444230964161078,1020
20,"intermediate",0.835826096960477,0.418184764536291,1020
20,"extremely skewed",0.880536828487527,0.321341166322909,1020
30,"equally abundant",0.856554666666667,0.489223045966944,1020
30,"intermediate",0.870503330042589,0.497456538398516,1020
30,"extremely skewed",1.07088247044104,0.502453821257285,1020
40,"equally abundant",0.836124,0.490122290259895,1020
40,"intermediate",0.820511628301797,0.479347440443234,1020
40,"extremely skewed",0.750033175036835,0.341208996510644,1020
50,"equally abundant",0.8506156,0.513614442211059,1020
50,"intermediate",0.853934588282179,0.481200908412358,1020
50,"extremely skewed",1.14011961831038,0.512275119552733,1020
60,"equally abundant",0.821290333333333,0.499929432726489,1020
60,"intermediate",0.81115005377525,0.491663864868986,1020
60,"extremely skewed",0.63655774841246,0.327634103412037,1020
70,"equally abundant",0.822891714285714,0.498345076169421,1020
70,"intermediate",0.84888326429164,0.528592492040629,1020
70,"extremely skewed",0.90097463756042,0.358892421995354,1020
80,"equally abundant",0.8309105,0.504162586597555,1020
80,"intermediate",0.825296519385043,0.499158053678919,1020
80,"extremely skewed",0.0660582238919725,0.0364103966030754,1020
100,"equally abundant",0.8403926,0.504239322297097,1020
100,"intermediate",0.829763350605058,0.496303810498742,1020
100,"extremely skewed",0.0370081166252182,0.0290079125965314,1020
120,"equally abundant",0.838021166666667,0.507230896704825,1020
120,"intermediate",0.841440335476727,0.508939202355557,1020
120,"extremely skewed",0.0415440032521681,0.0409727616892332,1020
150,"equally abundant",0.8308104,0.500670753299721,1020
150,"intermediate",0.837071048736867,0.49762023495054,1020
150,"extremely skewed",0.859271032258557,0.504502446210379,1020
180,"equally abundant",0.828456222222222,0.49606931154011,1020
180,"intermediate",0.814966613477457,0.492182308095968,1020
180,"extremely skewed",0.81765111206656,0.413801827550768,1020
200,"equally abundant",0.8319697,0.496585763762097,1020
200,"intermediate",0.824982501991861,0.490620869650364,1020
200,"extremely skewed",0.855391961206034,0.439401777643806,1020
10,"equally abundant",0.888058,0.40484060514465,1021
10,"intermediate",0.909486142225944,0.373351950250743,1021
10,"extremely skewed",0.0253619856870627,0.014217940362974,1021
20,"equally abundant",0.839218,0.478274615854043,1021
20,"intermediate",0.963972648984641,0.510582160257815,1021
20,"extremely skewed",0.00414840474854273,0.00232899591596197,1021
30,"equally abundant",0.845126666666666,0.495036338525985,1021
30,"intermediate",0.872898692882421,0.486467150179448,1021
30,"extremely skewed",0.00670956555046254,0.00423329566395543,1021
40,"equally abundant",0.8373275,0.494176260837761,1021
40,"intermediate",0.828002507960415,0.493360564385969,1021
40,"extremely skewed",0.00650348478786899,0.00460456553756368,1021
50,"equally abundant",0.8392056,0.494852134698821,1021
50,"intermediate",0.827261394195664,0.482860859286901,1021
50,"extremely skewed",0.00469988596587847,0.00320402387158612,1021
60,"equally abundant",0.843129333333333,0.505443651562949,1021
60,"intermediate",0.839461094021521,0.515183859235104,1021
60,"extremely skewed",0.00863530422683503,0.00210892159621107,1021
70,"equally abundant",0.828534857142857,0.496986770009978,1021
70,"intermediate",0.812944547505379,0.48886661795414,1021
70,"extremely skewed",0.00657719925816258,0.00371551902218093,1021
80,"equally abundant",0.82806075,0.502522995665392,1021
80,"intermediate",0.823556659850686,0.496648718685442,1021
80,"extremely skewed",0.0101545761862632,0.00742543654783819,1021
100,"equally abundant",0.8303182,0.497402501866117,1021
100,"intermediate",0.827934731618991,0.49102984759856,1021
100,"extremely skewed",0.015386853727896,0.00976329497930452,1021
120,"equally abundant",0.832931333333333,0.504618139484312,1021
120,"intermediate",0.816445310352236,0.49855194477373,1021
120,"extremely skewed",0.013745521540816,0.0108997651473871,1021
150,"equally abundant",0.829833333333334,0.502001470909498,1021
150,"intermediate",0.848457903882221,0.523440712175406,1021
150,"extremely skewed",0.0401071312575018,0.02343070188177,1021
180,"equally abundant",0.838171888888889,0.506629700281025,1021
180,"intermediate",0.834782040180432,0.507783260750212,1021
180,"extremely skewed",0.901860202793256,0.498376229318702,1021
200,"equally abundant",0.834090599999999,0.505492712668706,1021
200,"intermediate",0.830805160923112,0.49775779898538,1021
200,"extremely skewed",0.950348935192809,0.379597923442825,1021
10,"equally abundant",0.761636,0.406258624408925,1022
10,"intermediate",0.76606870755756,0.381658045397861,1022
10,"extremely skewed",0.00459908482550768,0.00268119442040116,1022
20,"equally abundant",0.770718,0.446235354097638,1022
20,"intermediate",0.788193014205687,0.426226359815479,1022
20,"extremely skewed",0.209109284704945,0.123127907903311,1022
30,"equally abundant",0.797896666666667,0.469606403223542,1022
30,"intermediate",0.820007167266246,0.478269410328539,1022
30,"extremely skewed",0.306528521571469,0.193064418381045,1022
40,"equally abundant",0.788168,0.470722917275824,1022
40,"intermediate",0.776775377442555,0.493991807595361,1022
40,"extremely skewed",0.0281047521193932,0.0177519396500135,1022
50,"equally abundant",0.7866876,0.470161440586366,1022
50,"intermediate",0.812761061165179,0.47639311012012,1022
50,"extremely skewed",0.300321047294623,0.197881780916127,1022
60,"equally abundant",0.796688666666667,0.477026035089676,1022
60,"intermediate",0.801882077858545,0.455941430595717,1022
60,"extremely skewed",0.378230187111781,0.21311534986965,1022
70,"equally abundant",0.827375714285714,0.485094429328889,1022
70,"intermediate",0.823517057660131,0.491445840445834,1022
70,"extremely skewed",0.794675165059784,0.2760309330217,1022
80,"equally abundant",0.834243,0.484923914016001,1022
80,"intermediate",0.824546959160384,0.479109776861146,1022
80,"extremely skewed",0.871519946155893,0.381386620996624,1022
100,"equally abundant",0.8180484,0.483615205622824,1022
100,"intermediate",0.828163965825956,0.482194375048577,1022
100,"extremely skewed",0.805363672685734,0.30950776437216,1022
120,"equally abundant",0.803096,0.490964224736536,1022
120,"intermediate",0.794982991206754,0.490787670500514,1022
120,"extremely skewed",0.773289119493019,0.341054097926652,1022
150,"equally abundant",0.809002400000001,0.489686783960485,1022
150,"intermediate",0.804374774888701,0.487251228109918,1022
150,"extremely skewed",0.708809230389796,0.341470098767059,1022
180,"equally abundant",0.805626666666667,0.485573235984633,1022
180,"intermediate",0.8056593101823,0.484645008997083,1022
180,"extremely skewed",0.832620732106406,0.439174729071309,1022
200,"equally abundant",0.802429299999999,0.489317263665798,1022
200,"intermediate",0.804239544486362,0.488755870380585,1022
200,"extremely skewed",0.800517642814827,0.410060861891415,1022
10,"equally abundant",0.859186,0.417893596465622,1023
10,"intermediate",0.921575926698848,0.333933870367091,1023
10,"extremely skewed",0.0155805695154305,0.00935178556062251,1023
20,"equally abundant",0.810935,0.44758807529605,1023
20,"intermediate",0.838647859706388,0.36614193477538,1023
20,"extremely skewed",0.012025413740816,0.00873151864749859,1023
30,"equally abundant",0.792006,0.431572132130155,1023
30,"intermediate",0.885102808111785,0.425130897849743,1023
30,"extremely skewed",0.0158234784822586,0.0108034398553062,1023
40,"equally abundant",0.782601,0.439561882408682,1023
40,"intermediate",0.733720802298639,0.43226784455568,1023
40,"extremely skewed",0.0159225990617052,0.00829827619708057,1023
50,"equally abundant",0.7531312,0.435584288014989,1023
50,"intermediate",0.802879564920427,0.43733152398662,1023
50,"extremely skewed",0.190955356725432,0.0999013909429499,1023
60,"equally abundant",0.755173,0.429611398225449,1023
60,"intermediate",0.756195705570947,0.424664385730681,1023
60,"extremely skewed",0.198832515115234,0.110655312956256,1023
70,"equally abundant",0.763206571428571,0.444126861602618,1023
70,"intermediate",0.750108210964064,0.426614023166309,1023
70,"extremely skewed",0.221257331737207,0.12981594706009,1023
80,"equally abundant",0.77634975,0.457500974590642,1023
80,"intermediate",0.752815504522493,0.440774945818494,1023
80,"extremely skewed",0.329753585668428,0.168552161218242,1023
100,"equally abundant",0.7765078,0.463334108996038,1023
100,"intermediate",0.757731366040867,0.452477793286732,1023
100,"extremely skewed",0.52747290721277,0.253562992956765,1023
120,"equally abundant",0.782165333333333,0.475690308406429,1023
120,"intermediate",0.774478384413806,0.468695612746885,1023
120,"extremely skewed",0.43517317416279,0.256679296989735,1023
150,"equally abundant",0.781886000000001,0.474036043127103,1023
150,"intermediate",0.770367189801927,0.464626401298023,1023
150,"extremely skewed",0.417842315301927,0.197166433894023,1023
180,"equally abundant",0.787124222222222,0.476700291855984,1023
180,"intermediate",0.770796741686046,0.467738248495948,1023
180,"extremely skewed",0.127639732904559,0.0852589944356385,1023
200,"equally abundant",0.78084,0.47391912932792,1023
200,"intermediate",0.782720511687354,0.472948006593613,1023
200,"extremely skewed",0.113090019760395,0.0751869867548962,1023
10,"equally abundant",0.720088,0.360089423494088,1024
10,"intermediate",0.695833020592398,0.328974250715511,1024
10,"extremely skewed",0.0686639610077109,0.0363824095611881,1024
20,"equally abundant",0.851498,0.488856013018451,1024
20,"intermediate",0.832741707308559,0.431758229156869,1024
20,"extremely skewed",0.0334762241560477,0.0215729500365478,1024
30,"equally abundant",0.843668,0.51716859491614,1024
30,"intermediate",0.860551719214411,0.493030172613943,1024
30,"extremely skewed",0.158621456785757,0.110785169440174,1024
40,"equally abundant",0.8623645,0.551068140270199,1024
40,"intermediate",0.847724644838521,0.519209135469912,1024
40,"extremely skewed",0.109844373302885,0.0763601685977828,1024
50,"equally abundant",0.8540376,0.53989518669969,1024
50,"intermediate",0.827751475706906,0.524089898186237,1024
50,"extremely skewed",0.0364219401470219,0.0240750380288629,1024
60,"equally abundant",0.841359,0.529226297990087,1024
60,"intermediate",0.822391061939584,0.527403652887499,1024
60,"extremely skewed",0.120493297798683,0.039210892683006,1024
70,"equally abundant",0.841099428571429,0.530057106091292,1024
70,"intermediate",0.865487048791434,0.528608229772923,1024
70,"extremely skewed",0.136693874768791,0.0750801056636447,1024
80,"equally abundant",0.8396955,0.521773719487679,1024
80,"intermediate",0.825919767605175,0.510185246877985,1024
80,"extremely skewed",0.142706383480824,0.0904096121169199,1024
100,"equally abundant",0.825637,0.518401213111681,1024
100,"intermediate",0.843451188073825,0.525438356419813,1024
100,"extremely skewed",0.159716771545461,0.138048009010256,1024
120,"equally abundant",0.822106666666667,0.515722998997887,1024
120,"intermediate",0.826396604609704,0.513276746905563,1024
120,"extremely skewed",0.757088255876001,0.454560153491546,1024
150,"equally abundant",0.823666400000001,0.509428094943798,1024
150,"intermediate",0.827388542094919,0.507609875212182,1024
150,"extremely skewed",0.48236577536624,0.261586938440455,1024
180,"equally abundant",0.814185111111111,0.511840088026293,1024
180,"intermediate",0.8140235848186,0.511099485876234,1024
180,"extremely skewed",0.883436905644732,0.364345461757163,1024
200,"equally abundant",0.8095555,0.507881248392513,1024
200,"intermediate",0.803855603366495,0.504454361056214,1024
200,"extremely skewed",0.901916552045443,0.398897909215004,1024
10,"equally abundant",0.74689,0.40297030713509,1025
10,"intermediate",0.683457321151047,0.384951125143894,1025
10,"extremely skewed",0.0733423195526863,0.0552347955051146,1025
20,"equally abundant",0.815043,0.425393376857625,1025
20,"intermediate",0.808149354900098,0.407220805458519,1025
20,"extremely skewed",0.321604897158846,0.182431010384607,1025
30,"equally abundant",0.823754,0.444642412790399,1025
30,"intermediate",0.847845865233109,0.45976646905231,1025
30,"extremely skewed",0.338594184826523,0.158463403428859,1025
40,"equally abundant",0.819637,0.454104970259895,1025
40,"intermediate",0.814408306252556,0.448400670149261,1025
40,"extremely skewed",0.341979019213026,0.190035260881258,1025
50,"equally abundant",0.833904,0.458902324668772,1025
50,"intermediate",0.84008661416738,0.452098355773821,1025
50,"extremely skewed",0.320535310089703,0.17326947366736,1025
60,"equally abundant",0.814667,0.475877056686937,1025
60,"intermediate",0.796362747861818,0.475305893484182,1025
60,"extremely skewed",0.426711935600508,0.234023207567801,1025
70,"equally abundant",0.823616857142857,0.484098985862199,1025
70,"intermediate",0.832979071146208,0.484470739916632,1025
70,"extremely skewed",0.407484384271066,0.219062339548992,1025
80,"equally abundant",0.813704,0.478025665488038,1025
80,"intermediate",0.81787027011432,0.478555833893544,1025
80,"extremely skewed",0.547778092539911,0.26240579307266,1025
100,"equally abundant",0.8243666,0.486388495026808,1025
100,"intermediate",0.813692780777797,0.482836011842621,1025
100,"extremely skewed",0.634116532691622,0.273936374540686,1025
120,"equally abundant",0.8211935,0.486884711220525,1025
120,"intermediate",0.822005612548088,0.492660579760969,1025
120,"extremely skewed",0.62272077431861,0.296952640699431,1025
150,"equally abundant",0.816932400000001,0.480583106474899,1025
150,"intermediate",0.811085259131189,0.474853178936269,1025
150,"extremely skewed",0.847982902603242,0.358161628412427,1025
180,"equally abundant",0.812415777777777,0.482792028108948,1025
180,"intermediate",0.800673319207009,0.479389607500545,1025
180,"extremely skewed",0.892914759352908,0.379767267413389,1025
200,"equally abundant",0.803014,0.481065882900621,1025
200,"intermediate",0.800301091931781,0.482135066436721,1025
200,"extremely skewed",0.295524552820201,0.203163363834987,1025
10,"equally abundant",0.813912,0.399578755448323,1026
10,"intermediate",0.784940238845253,0.360048840358752,1026
10,"extremely skewed",0.161355224419876,0.122771562820903,1026
20,"equally abundant",0.816309,0.480126082607172,1026
20,"intermediate",0.846119062957701,0.460580497395099,1026
20,"extremely skewed",0.0108853045171315,0.00735443293151051,1026
30,"equally abundant",0.778602,0.493216547257572,1026
30,"intermediate",0.735498381285247,0.462549498148616,1026
30,"extremely skewed",0.0240404076934725,0.0170824539640654,1026
40,"equally abundant",0.7881725,0.490076925800294,1026
40,"intermediate",0.781223023323703,0.478437545693147,1026
40,"extremely skewed",0.0441486052302337,0.0154305817966263,1026
50,"equally abundant",0.771858,0.480511682333779,1026
50,"intermediate",0.769285229858944,0.480070889570057,1026
50,"extremely skewed",0.611391012608393,0.239184253369404,1026
60,"equally abundant",0.773486666666667,0.475562709155058,1026
60,"intermediate",0.77824997166888,0.469941379931817,1026
60,"extremely skewed",0.0127590400835077,0.00870576346954609,1026
70,"equally abundant",0.788875428571428,0.484077709905904,1026
70,"intermediate",0.780447347694248,0.472703016062742,1026
70,"extremely skewed",0.126432509754642,0.0750103355939492,1026
80,"equally abundant",0.79323625,0.48696111604651,1026
80,"intermediate",0.796832061883978,0.492587605713785,1026
80,"extremely skewed",0.281176567009465,0.15527529243828,1026
100,"equally abundant",0.8032492,0.496487806575383,1026
100,"intermediate",0.801553844919253,0.486016006433192,1026
100,"extremely skewed",0.410254246335375,0.225033251551518,1026
120,"equally abundant",0.811965833333333,0.496894910843927,1026
120,"intermediate",0.812774777985549,0.49059222937432,1026
120,"extremely skewed",0.346679663081442,0.215290586696974,1026
150,"equally abundant",0.810598266666667,0.494338440450412,1026
150,"intermediate",0.825382829581677,0.490690839675734,1026
