"size_difference","shared_otu","comA_HMAa","comB_HMAa","All_HMAa","HMAb","Rao_beta","UniFrac","seed"
40,0,0.35833673066829,0.320123520177609,0.40812040091288,0.137780550979861,0.0923113786599437,0.559363773567524,1008
60,0,0.245330260307524,0.390148034962178,0.409204403777873,0.182930512286043,0.123496662918552,0.762712198187137,1008
0,0,0.329432145207433,0.304193990549626,0.380953010329737,0.128279884902415,0.101702919832143,0.78619484830978,1008
20,0,0.336315301505815,0.366069868354288,0.425069898964969,0.147754628069835,0.089515419309081,0.737499272207522,1008
40,0,0.276513520489022,0.327057487671303,0.375662495758362,0.147753983356398,0.115580629707059,0.699080666147031,1008
80,0,0.276513520489022,0.460986385825225,0.449033919022127,0.160567931730007,0.0849937170064118,0.766219694800871,1008
0,0,0.24714829056178,0.368361249756963,0.403019855786415,0.190530171254086,0.130775142822777,0.770240480364863,1008
20,0,0.379132098421236,0.278004963727687,0.407483017289385,0.157828972429847,0.106561250022422,0.780298451238607,1008
40,0,0.300363686656066,0.43830669792034,0.460295167794458,0.18191995101251,0.0936176372069217,0.773331464269111,1008
80,0,0.305974817462111,NA,NA,NA,NA,0.662814234480133,1008
0,0,0.0106197114478945,0.0664135003607258,0.360010346968105,0.642987482127591,0.471704557570147,0.97967393164725,1009
20,0,0.00527708832964453,0.106331997702087,0.26953141965006,0.427453753268389,0.380694794596786,0.985028328998512,1009
40,0,0.0538302255528753,0.059811519760984,0.271447887783253,0.429254030252647,0.380938484852018,0.94803945904653,1009
60,0,0.0464032331005333,0.179711655719752,0.333498248440129,0.440881608059972,0.352343589005153,0.97962070968688,1009
0,0,0.196519937170397,0.0327377188059572,0.279700688756978,0.330143721537601,0.304963295577408,0.923149925771422,1009
20,0,0.171431920599329,0.0480241219399323,0.232892684829439,0.246329327119616,0.26766946196935,0.631192777872321,1009
40,1,0.0355391345109066,0.37579768150539,0.326378211806685,0.241419607597074,0.207564948559447,0.71701002005731,1009
60,1,0.0479067390826875,0.366378875037828,0.285952565316183,0.157619516511849,0.171045418432575,0.58294522304375,1009
0,1,0.0441332461944551,0.363798321673755,0.32557359936485,0.243215630861489,0.209139265594498,0.704238972876507,1009
20,1,0.0523529147443352,0.299539558047074,0.315775237918616,0.279658003045822,0.24695044742592,0.696058772835535,1009
40,1,0.0413787781652356,0.337019114084261,0.255609969556695,0.132822046863893,0.164718642873517,0.521953506720103,1009
80,1,0.370097980519802,0.194115846250666,0.430564008670053,0.296914190569637,0.193140993029183,0.920927293979804,1009
0,2,0.0614293770761915,0.210982211512332,0.35336975622316,0.434327923857797,0.33525582250398,0.965568466735001,1009
20,2,0.0395299856093664,0.277463303210348,0.310854044521284,0.304714800222853,0.266840959713739,0.897852347877543,1009
40,2,0.227474576721775,0.177309162722349,0.327943691535985,0.251103643627846,0.219148258925116,0.810711475327546,1009
80,2,0.304134111085321,0.0806745322755555,0.349091150268211,0.313373657175546,0.252945109359708,0.906908248626117,1009
0,0,0.139887150657227,0.226765476367668,0.357577728030011,0.348502829035126,0.2712955674962,0.932872646601101,1010
20,0,0.189857225488958,0.169673438530155,0.30978193943733,0.260033214855546,0.235507984213343,0.809727270618283,1010
40,0,0.202295730806692,0.180270141109684,0.311637173480267,0.240708475044157,0.223378067434718,0.898702953106334,1010
60,0,0.300921431528956,0.215947501093288,0.356781713117299,0.196694493612353,0.157358045080523,0.719930905355186,1010
0,0,0.111834614813284,0.251445048628648,0.259179231211224,0.155078798980516,0.179401475354723,0.712533958198567,1010
20,0,0.324690440682328,0.147682889207236,0.348686760344816,0.225000190800068,0.182333502676288,0.776500096447515,1010
40,0,0.233295192763664,0.191148558288834,0.357626671862954,0.290809592673409,0.231839747372884,0.835017470535389,1010
60,0,0.345958160588944,0.243799143858003,0.412385853162102,0.235014401877258,0.160340196824914,0.854483877652153,1010
0,0,0.266628442999857,0.121475109722902,0.276523709062054,0.164943865401349,0.182957268516312,0.546820422746256,1010
20,0,0.344660115040325,0.13625693656326,0.350460800010779,0.220004548417974,0.182479462960913,0.842476193436757,1010
40,0,0.322637383473538,0.167325935099379,0.344021132700227,0.198078946827538,0.171298832341689,0.708276078783288,1010
80,1,0.334485368893995,0.332973644776637,0.399422418608782,0.131385823546933,0.0928051211517112,0.582069568507539,1010
0,0,0.34447451224576,0.191468429500443,0.351021102384228,0.166099263022252,0.14449857911949,0.815255247634668,1010
20,1,0.36237469548473,0.184073572794946,0.387331375751973,0.228214483224271,0.169632277311054,0.844607002711377,1010
40,1,0.373190153041864,0.122028576959306,0.404913686968799,0.314608643936429,0.220750092117351,0.853240110102859,1010
80,1,0.372123109601393,0.325506401279262,0.402193172478625,0.106756834076594,0.0730514439691978,0.614761728998598,1010
0,0,0.133435766971871,0.0134836818445027,0.252355619508705,0.357791790201036,0.337338768711646,0.891447324078037,1011
20,0,0.0762883137024605,0.205864549775572,0.329222660002893,0.376292456527753,0.308699344154084,0.860034079541594,1011
40,0,0.0853386863633529,0.0306766188615394,0.303577483898935,0.491139662572978,0.404691739906642,0.851012325926722,1011
60,0,0.120136219213894,0.119876016969266,0.295561157819918,0.351110079456677,0.306404731475238,0.775418765783754,1011
0,0,0.109734521272643,0.0233779302113773,0.263446339062984,0.393780226641948,0.359765442687665,0.786097432840348,1011
20,0,0.138748994158327,0.101137769776809,0.33652671913279,0.433166674330445,0.344337939221165,0.853202096339654,1011
40,0,0.115796829029139,0.0692591485772348,0.343929954861686,0.502803932116998,0.379999433273877,0.87858626414844,1011
60,0,0.0456088173530754,0.219625552559253,0.36900858449173,0.472782799071132,0.352644727498009,0.876935990863651,1011
0,0,0.123809239463177,0.0520736096432727,0.346012691824856,0.516142534543262,0.383996953926384,0.877534585476381,1011
20,0,0.0248546742285741,0.208587381014903,0.270771961952738,0.308101868661999,0.293415101805482,0.803960119599565,1011
40,0,0.0446048929422177,0.217466252382837,0.299329665578166,0.336588185831278,0.298336031677584,0.787795784235014,1011
80,0,0.186249884845043,0.407399769107431,0.418690951531181,0.243732249109888,0.159744393261138,0.745875158546017,1011
0,0,0.0532672489060199,0.23490793955536,0.298561239772353,0.308947291083325,0.276406681529058,0.788168231726083,1011
20,0,0.10397689954945,0.253704214437044,0.344737040741628,0.331792967496762,0.267926202363297,0.875310680748382,1011
40,0,0.170511072265596,0.311897226352884,0.337102366732593,0.191796434846706,0.171628546557353,0.747338602676953,1011
80,0,0.221732667181448,0.332032888100668,0.378543382327626,0.203321209373136,0.15698968077482,0.725492667323143,1011
0,0,0.135978389097302,0.102862386197853,0.319480642810015,0.400120510324874,0.331797210048301,0.936980266946876,1012
20,0,0.129057099800805,0.0418113733756418,0.263782930716525,0.356697388256604,0.331228354745797,0.878922923143088,1012
40,0,0.143179025982426,0.0480101115527628,0.275357582507028,0.359526027478867,0.328588845001749,0.932465516333407,1012
60,0,0.143179025982426,0.0634380324974836,0.138921864022838,0.0712266695657663,0.162902962366038,0.930474350792094,1012
0,0,0.201114330767802,0.053117207327234,0.185367435405294,0.116503332715553,0.181662312677819,0.552760694264798,1012
20,0,0.201114330767802,0.0537167582864219,0.307683316989827,0.360535544925431,0.308457755870416,0.874776268136326,1012
40,0,0.219623405001579,0.0415438873261128,0.325155956813653,0.389144621299615,0.31909874688563,0.891218199602665,1012
60,0,0.215453698240347,0.0775131414022399,0.343426508817176,0.393886177991765,0.313538713297172,0.975698030215559,1012
0,0,0.232084457291449,0.174594282132942,0.360443011844087,0.314207284263783,0.246014987716854,0.92940857609311,1012
20,0,0.195392658996677,0.0601711259971253,0.281049005991299,0.306534226988797,0.286664726660524,0.904973110209915,1012
40,0,0.232806372786507,0.0591928263836022,0.224543155783499,0.157087112396889,0.201652200500443,0.622344542931273,1012
80,0,0.248095812078087,0.0812702410761826,0.221944850078482,0.114523647002696,0.163702600666201,0.559865468982136,1012
0,0,0.296970015041076,0.170117142087605,0.362357012802676,0.257626868476671,0.203795401729218,0.784547735864063,1012
20,0,0.276601948752083,0.0610256529460796,0.307181757036724,0.276735912375286,0.249207349595595,0.846439289324916,1012
40,0,0.246445699966264,0.133587816842792,0.425274452791849,0.470515388774641,0.315354729167997,0.747653798136029,1012
80,0,0.256644141112129,0.0964845214184076,0.227896845418117,0.102665028305696,0.152765448200693,0.43580956921322,1012
0,0,0.00637567644843683,0.0146789724512539,0.292716462134592,0.564378275369493,0.463581612708611,0.996034606266072,1013
20,0,0.00864253107320327,0.1662647453313,0.300304442605252,0.425701608806001,0.361076203621173,0.822058962246762,1013
40,1,0.00538582157021995,0.299494631135851,0.310622438835271,0.31636442496447,0.27773626633357,0.811791284480768,1013
60,2,0.0105830928379519,0.239773540189492,0.351955757082983,0.453554881138521,0.349977518882956,0.887909104192281,1013
0,1,0.0105565695180725,0.212120231177132,0.472049521646253,0.721422242597303,0.43911442896986,0.831149673454442,1013
20,2,0.00218853247955257,0.0564903832637408,0.220010843179615,0.381342770615937,0.375105115058776,0.760499771759817,1013
40,2,0.322667287799982,0.317329010484125,0.397521670438002,0.155047042591896,0.10919580005267,0.605545227796745,1013
60,2,0.0022945094600839,0.367352974826069,0.361055777113185,0.352464069940217,0.273387934951368,0.871833269859498,1013
0,2,0.22684954342403,0.00700987574545801,0.355075214444276,0.476291009719063,0.36416985596966,0.875721187176066,1013
20,2,0.0028331450378735,0.36408588583829,0.361091326921433,0.355263622966703,0.275380069267765,0.872531860975452,1013
40,2,0.178637018278176,0.0064075464949696,0.274439386206265,0.363834207639384,0.331302241299852,0.797169758687962,1013
80,2,0.00228226321109194,0.373222796785839,0.3263227704478,0.27714048089867,0.240133442567326,0.844380506757489,1013
0,1,0.209979638064986,0.00571820206675585,0.282024384334993,0.348350928538244,0.315804774689381,0.760955437823495,1013
20,1,0.00880076298287365,0.324944891284591,0.29895777528105,0.264169896294635,0.244737437540685,0.678328193618793,1013
40,1,0.00342172724430258,0.36779154628437,0.325355644370684,0.279498015212694,0.242472513023775,0.814683481142438,1013
80,1,0.299951107891574,0.3482550036063,0.357281880657134,0.0663576498163942,0.0575515437508656,0.530700884700715,1013
0,0,0.00615053782516199,0.212865532434203,0.270591414792998,0.322166759326632,0.302765012333688,0.858033882955635,1014
20,0,0.209649042896756,0.229898627323863,0.234284692787016,0.0290217153534131,0.0569429622856392,0.393444244146544,1014
40,0,0.118452477279066,0.128906711832003,0.247370633812707,0.247382078514346,0.257809950077526,0.579398891939266,1014
60,0,0.000316741104131047,0.281609208771336,0.323837275697724,0.365748601519981,0.305086024718656,0.868953939240755,1014
0,0,0.151391378858502,0.00801437767563078,0.264831560261833,0.370257363989533,0.340361737573196,0.983264128179169,1014
20,0,0.0805074597801548,0.00197481456352075,0.30303552756706,0.523588780790445,0.428835332486461,0.940248455096093,1014
40,0,0.00596229832361187,0.32405158420604,0.339691821951454,0.349369761373256,0.283807361998705,0.865435939668927,1014
60,0,0.00559249642329202,0.322755765468256,0.314799336563154,0.301250411234759,0.262641903158216,0.831708806880226,1014
0,0,0.00099415948919822,0.266334797857539,0.310437848494,0.353546739641263,0.304208975732833,0.826505345430643,1014
20,0,0.00837065565045518,0.157107208027539,0.281831562920618,0.398185262163241,0.352106866481479,0.858028129938587,1014
40,0,0.00774414536855644,0.394315221521341,0.356572459098697,0.311085551307496,0.247649210781966,0.87398506143379,1014
80,0,0.00774414536855644,0.420836023157232,0.36695090408343,0.305321639641072,0.237391549546467,0.873789700834683,1014
0,0,0.0094704511207816,0.159254049795218,0.267438845202614,0.366153189489229,0.335982744969367,0.816531172213266,1014
20,0,0.00951689845763901,0.253020155019987,0.28901382399418,0.315490594510733,0.289546674551703,0.868433067433421,1014
40,0,0.0104327109925275,0.32501867398479,0.344753641918471,0.354055898859623,0.28461598924806,0.748574552388896,1014
80,0,0.369127864822017,0.369864130120074,0.443869293754839,0.148746592567587,0.0807636077742437,0.780766825141553,1014
0,0,0.0720522536793091,0.164485956917197,0.302701127432855,0.368864044269205,0.3177102002703,0.930218987178038,1015
20,0,0.193186404345201,0.185001223728471,0.348571470512577,0.318955312951481,0.256829568827102,0.8995844825549,1015
40,0,0.193186404345201,0.219514654201248,0.344254743564212,0.275808428581975,0.22876261146953,0.829596421728509,1015
60,0,0.315290171226682,0.281536078340082,0.385271646466286,0.173717043365808,0.129782285923143,0.571127647962601,1015
0,0,0.188282238481004,0.17869805028521,0.324181219665627,0.281382150565039,0.242216595452758,0.775054561199715,1015
20,0,0.321999360608428,0.209372584449419,0.331784475826676,0.132197006595505,0.130783328946386,0.565546012529146,1015
40,0,0.300348803962,0.263253173952474,0.386591869651964,0.209581761389455,0.157544521576319,0.721410850528762,1015
60,0,0.339645516247063,0.219502396777489,0.32754944284612,0.0959509726676885,0.100236953683172,0.617143813186476,1015
0,0,0.313197629979279,0.245089845703352,0.367304017272041,0.17632055886145,0.143983638983736,0.714439678721652,1015
20,0,0.362456209243109,0.240357334531663,0.347042664367572,0.0912717849603725,0.0847387844944539,0.542446062349589,1015
40,0,0.318681956561037,0.269449957015135,0.364628868103384,0.141125822630596,0.119732042888303,0.679096768282039,1015
80,0,0.117552950735602,0.19996191517778,0.199083073476373,0.0806512810393642,0.157532538516435,0.756858020383065,1015
0,0,0.333480082866014,0.249209287815391,0.36255672304173,0.142424075402056,0.12179728888799,0.666988352245588,1015
20,0,0.211766826144319,0.296446193589275,0.285900925795191,0.0635888318567882,0.0990208341907585,0.433583821398284,1015
40,0,0.253366711340826,0.374501123408887,0.398492525680207,0.169117216610702,0.121321784001956,0.698745896011937,1015
80,0,0.201350940268356,0.412779529604978,0.379079758761055,0.144029047648776,0.110715068138993,0.633989746344293,1015
0,0,0.00106599323089312,0.0507844807553183,0.235615631506719,0.419380789027227,0.393967890917651,0.747767044440445,1016
20,0,0.0479503054300852,0.307105721370642,0.373760394653283,0.39246476250584,0.293473420856632,0.82653392270049,1016
40,0,0.0221249260242895,0.449955887588255,0.373308237193997,0.274535660775451,0.208861213802298,0.77007862887386,1016
60,0,0.00141363417139231,0.0811451281100085,0.228498833429243,0.374438904577086,0.365250135026181,0.738680590517798,1016
0,0,0.00242068306898142,0.0361621036175898,0.304321693138962,0.570060599591352,0.460003051455058,0.796151452745523,1016
20,0,0.00276566503011844,0.084735912604535,0.252488018313987,0.417474458993321,0.383223345469393,0.814530100767517,1016
40,0,0.00234748968895948,0.0685668970883896,0.198975710653039,0.327037034528729,0.345828486070771,0.788561141626333,1016
